84.28093645,0
85.42761586,0.1
87.05207836,0.2
88.72431916,0.3
89.77544195,0.4
90.5876732,0.5
91.11323459,0.6
91.6865743,0.7
92.16435738,0.8
92.73769709,0.9
93.3588151,1
93.9321548,1.1
94.31438127,1.2
94.74438605,1.3
95.22216914,1.4
95.50883899,1.5
95.84328715,1.6
96.22551362,1.7
96.65551839,1.8
97.18107979,1.9
97.61108457,2
97.99331104,2.1
98.37553751,2.2
98.85332059,2.3
99.18776875,2.4
99.4744386,2.5
99.71333015,2.6
99.80888677,2.7
99.95222169,2.8
100,2.9
99.85666507,3
99.71333015,3.1
99.37888199,3.2
98.85332059,3.3
98.08886765,3.4
97.2288581,3.5
96.129957,3.6
94.79216436,3.7
93.40659341,3.8
91.39990444,3.9
89.15432394,4
86.90874343,4.1
84.28093645,4.2
81.31868132,4.3
77.8786431,4.4
74.19971333,4.5
70.28189202,4.6
66.02962255,4.7
61.49068323,4.8
57.09507883,4.9
52.31724797,5
47.34830387,5.1
42.33158146,5.2
37.50597229,5.3
32.91925466,5.4
28.57142857,5.5
24.3191591,5.6
20.35355948,5.7
16.86574295,5.8
13.90348782,5.9
11.08456761,6
8.695652174,6.1
6.880076445,6.2
5.446727186,6.3
4.300047778,6.4
3.440038223,6.5
2.866698519,6.6
2.48447205,6.7
2.293358815,6.8
2.150023889,6.9
2.102245581,7
2.054467272,7.1
2.006688963,7.2
2.006688963,7.3
2.006688963,7.4
1.911132346,7.5
1.911132346,7.6
1.911132346,7.7
1.911132346,7.8
